DR_NO,Status,Status Desc
200120403,IC,Invest Cont
200413942,AA,Adult Arrest
201312188,AO,Adult Other
200517829,IC,Invest Cont
200200545,AA,Adult Arrest
200410386,IC,Invest Cont
202105745,IC,Invest Cont
200321308,AO,Adult Other
201307380,AA,Adult Arrest
202016987,AO,Adult Other
200605840,AA,Adult Arrest
200707066,IC,Invest Cont
201218344,IC,Invest Cont
200212759,IC,Invest Cont
200107840,IC,Invest Cont
200905586,AO,Adult Other
201417301,IC,Invest Cont
201713283,IC,Invest Cont
201104932,IC,Invest Cont
202109878,IC,Invest Cont
201818788,AO,Adult Other
200311437,AO,Adult Other
201221077,IC,Invest Cont
201710707,IC,Invest Cont
201223211,IC,Invest Cont
202111981,AA,Adult Arrest
200408717,IC,Invest Cont
201511604,AO,Adult Other
200401119,IC,Invest Cont
200904490,IC,Invest Cont
200515309,IC,Invest Cont
201314062,IC,Invest Cont
201015420,IC,Invest Cont
200908551,AA,Adult Arrest
201224102,IC,Invest Cont
200205387,AA,Adult Arrest
201813839,AO,Adult Other
201900931,IC,Invest Cont
200716713,AO,Adult Other
201008226,AO,Adult Other
200415152,IC,Invest Cont
201224914,AO,Adult Other
210104011,AA,Adult Arrest
200409742,IC,Invest Cont
200912210,AA,Adult Arrest
201009576,IC,Invest Cont
201418424,AA,Adult Arrest
201412514,IC,Invest Cont
201613907,IC,Invest Cont
201608407,IC,Invest Cont
200714980,IC,Invest Cont
201818600,IC,Invest Cont
201207486,IC,Invest Cont
202015144,IC,Invest Cont
200114247,AO,Adult Other
200215864,IC,Invest Cont
202015527,AO,Adult Other
200308411,AO,Adult Other
201808440,AO,Adult Other
201917253,IC,Invest Cont
200200597,AA,Adult Arrest
200108749,AA,Adult Arrest
201810037,JA,Juv Arrest
200912514,AO,Adult Other
200100943,AO,Adult Other
201001016,AO,Adult Other
201807677,IC,Invest Cont
201809972,IC,Invest Cont
200313655,AA,Adult Arrest
201815448,AO,Adult Other
201223269,AO,Adult Other
201200557,IC,Invest Cont
200617076,AA,Adult Arrest
201314654,IC,Invest Cont
201421855,AA,Adult Arrest
201422070,IC,Invest Cont
201510042,IC,Invest Cont
201814562,IC,Invest Cont
200512845,IC,Invest Cont
201300806,IC,Invest Cont
200307991,IC,Invest Cont
201809701,IC,Invest Cont
200305874,IC,Invest Cont
200708318,IC,Invest Cont
201309783,AO,Adult Other
201321025,AA,Adult Arrest
200216636,IC,Invest Cont
200608068,AA,Adult Arrest
200214560,AA,Adult Arrest
200215055,IC,Invest Cont
200211917,IC,Invest Cont
201220155,IC,Invest Cont
200401014,IC,Invest Cont
200210832,IC,Invest Cont
201814338,IC,Invest Cont
201005934,IC,Invest Cont
200516355,IC,Invest Cont
201816948,AO,Adult Other
201109434,IC,Invest Cont
201509308,AA,Adult Arrest
201420134,IC,Invest Cont
200311052,IC,Invest Cont
201314588,IC,Invest Cont
200307622,IC,Invest Cont
200116569,IC,Invest Cont
201227378,IC,Invest Cont
202008711,IC,Invest Cont
201212479,IC,Invest Cont
200106345,AA,Adult Arrest
201700675,AA,Adult Arrest
200209218,AA,Adult Arrest
200401230,AA,Adult Arrest
201819427,IC,Invest Cont
200112215,AA,Adult Arrest
200100546,AO,Adult Other
200117854,IC,Invest Cont
201409855,IC,Invest Cont
201809864,AA,Adult Arrest
200415645,IC,Invest Cont
200515419,IC,Invest Cont
201106319,IC,Invest Cont
201219138,AA,Adult Arrest
201813196,IC,Invest Cont
201815019,IC,Invest Cont
201204345,IC,Invest Cont
200614292,IC,Invest Cont
200105262,IC,Invest Cont
201212197,IC,Invest Cont
201216499,AA,Adult Arrest
200400775,AO,Adult Other
201000813,AA,Adult Arrest
200316339,IC,Invest Cont
200515592,IC,Invest Cont
200211627,IC,Invest Cont
201214508,IC,Invest Cont
200317881,AO,Adult Other
201821443,AA,Adult Arrest
201411567,AO,Adult Other
200409475,IC,Invest Cont
201114170,IC,Invest Cont
200401153,IC,Invest Cont
201910104,AO,Adult Other
200310473,IC,Invest Cont
200405852,AA,Adult Arrest
202017465,IC,Invest Cont
200200723,AA,Adult Arrest
201820353,AA,Adult Arrest
202015121,AO,Adult Other
200115813,AO,Adult Other
200511874,JA,Juv Arrest
200208412,IC,Invest Cont
200910035,IC,Invest Cont
200208380,AO,Adult Other
201320442,IC,Invest Cont
201711313,AO,Adult Other
200209322,AO,Adult Other
200400774,IC,Invest Cont
200600577,AO,Adult Other
200409465,AA,Adult Arrest
200616134,IC,Invest Cont
200110540,AA,Adult Arrest
201808708,AA,Adult Arrest
201908253,AA,Adult Arrest
200412921,AO,Adult Other
200414097,AO,Adult Other
201204901,AA,Adult Arrest
200813245,AA,Adult Arrest
200411777,AA,Adult Arrest
201600669,AA,Adult Arrest
201111132,AA,Adult Arrest
200509216,AA,Adult Arrest
200509846,IC,Invest Cont
201206730,IC,Invest Cont
200909195,AA,Adult Arrest
201917493,AO,Adult Other
201013242,JA,Juv Arrest
200408585,IC,Invest Cont
201205803,AA,Adult Arrest
201106139,AO,Adult Other
201913730,AA,Adult Arrest
201608004,AO,Adult Other
200704600,IC,Invest Cont
201412660,IC,Invest Cont
200218982,AO,Adult Other
201321226,IC,Invest Cont
200509299,IC,Invest Cont
201319646,IC,Invest Cont
200511706,IC,Invest Cont
200208938,AA,Adult Arrest
201509080,AO,Adult Other
200415184,IC,Invest Cont
200300932,AO,Adult Other
201513618,AA,Adult Arrest
201008981,AO,Adult Other
201705073,IC,Invest Cont
200111830,IC,Invest Cont
202012603,AO,Adult Other
201304677,IC,Invest Cont
200122289,AO,Adult Other
201207654,IC,Invest Cont
200321626,AO,Adult Other
202112245,AA,Adult Arrest
200212586,AA,Adult Arrest
200106735,AO,Adult Other
201215846,AO,Adult Other
200616889,AA,Adult Arrest
202014517,AO,Adult Other
201605508,IC,Invest Cont
201812141,IC,Invest Cont
200210509,AA,Adult Arrest
201311777,AO,Adult Other
201509507,AO,Adult Other
201216463,AO,Adult Other
201819900,AA,Adult Arrest
200115511,AA,Adult Arrest
201311886,IC,Invest Cont
200504995,AO,Adult Other
201216307,AO,Adult Other
201217341,AO,Adult Other
200308564,IC,Invest Cont
200318970,IC,Invest Cont
200304165,IC,Invest Cont
201317533,AA,Adult Arrest
202000610,AA,Adult Arrest
200710027,IC,Invest Cont
200512038,IC,Invest Cont
201209209,AO,Adult Other
201914935,IC,Invest Cont
201217730,IC,Invest Cont
201805753,JO,Juv Other
201907410,AO,Adult Other
202004701,AA,Adult Arrest
200318276,IC,Invest Cont
201812643,IC,Invest Cont
201514542,IC,Invest Cont
200116743,IC,Invest Cont
200905762,IC,Invest Cont
201712490,IC,Invest Cont
201224143,IC,Invest Cont
202116572,IC,Invest Cont
200411373,AO,Adult Other
201307805,AA,Adult Arrest
200111548,IC,Invest Cont
200109815,IC,Invest Cont
202016692,IC,Invest Cont
200406961,IC,Invest Cont
212114885,IC,Invest Cont
211507539,AA,Adult Arrest
201413895,AA,Adult Arrest
200112842,IC,Invest Cont
201301193,IC,Invest Cont
200713559,AO,Adult Other
200321023,AA,Adult Arrest
201605477,IC,Invest Cont
200515725,AA,Adult Arrest
201224183,IC,Invest Cont
201819050,IC,Invest Cont
200913836,AO,Adult Other
200204309,IC,Invest Cont
200319964,IC,Invest Cont
201806595,AO,Adult Other
202009296,IC,Invest Cont
200811226,AA,Adult Arrest
201222299,AO,Adult Other
201817585,IC,Invest Cont
201807612,IC,Invest Cont
202014497,AA,Adult Arrest
201312995,AO,Adult Other
201500546,AO,Adult Other
201108939,AO,Adult Other
200809037,AA,Adult Arrest
201106177,IC,Invest Cont
201713121,AO,Adult Other
200909637,AA,Adult Arrest
201400503,IC,Invest Cont
200613815,IC,Invest Cont
200209092,AO,Adult Other
202112778,IC,Invest Cont
200315755,IC,Invest Cont
202011439,AO,Adult Other
201309221,AO,Adult Other
201225876,IC,Invest Cont
200611646,AA,Adult Arrest
200714394,AA,Adult Arrest
201816377,AA,Adult Arrest
201114314,IC,Invest Cont
201223859,IC,Invest Cont
201818640,IC,Invest Cont
200206687,IC,Invest Cont
201217943,IC,Invest Cont
201609799,IC,Invest Cont
201112570,IC,Invest Cont
200715957,AA,Adult Arrest
201510471,IC,Invest Cont
200911963,IC,Invest Cont
201226751,IC,Invest Cont
200211713,AA,Adult Arrest
202015484,AO,Adult Other
200304349,IC,Invest Cont
201115463,IC,Invest Cont
200218754,IC,Invest Cont
200300937,AA,Adult Arrest
201213936,AO,Adult Other
200314014,IC,Invest Cont
202012944,IC,Invest Cont
201605765,IC,Invest Cont
201219612,IC,Invest Cont
201221286,IC,Invest Cont
201908006,IC,Invest Cont
202000501,AA,Adult Arrest
202015519,IC,Invest Cont
201210884,IC,Invest Cont
200117035,AO,Adult Other
202108549,AA,Adult Arrest
200314630,AA,Adult Arrest
200110412,AA,Adult Arrest
202113099,AA,Adult Arrest
200905136,IC,Invest Cont
200400541,AA,Adult Arrest
200320972,IC,Invest Cont
201512005,AO,Adult Other
201111284,IC,Invest Cont
201205238,AO,Adult Other
200505287,IC,Invest Cont
200714271,AA,Adult Arrest
202012737,AA,Adult Arrest
200507337,IC,Invest Cont
200117469,IC,Invest Cont
201201005,IC,Invest Cont
201808400,IC,Invest Cont
201813091,IC,Invest Cont
202016460,AA,Adult Arrest
201715353,AO,Adult Other
200206055,AA,Adult Arrest
201900814,AA,Adult Arrest
201217419,AA,Adult Arrest
200216221,IC,Invest Cont
201216496,AA,Adult Arrest
201317894,AA,Adult Arrest
200615668,AA,Adult Arrest
200611522,IC,Invest Cont
200414457,JA,Juv Arrest
200518321,AA,Adult Arrest
201421032,AO,Adult Other
200806587,IC,Invest Cont
200716897,IC,Invest Cont
210713273,AO,Adult Other
200400817,AA,Adult Arrest
201218289,AO,Adult Other
200115185,AO,Adult Other
200416069,AO,Adult Other
200713827,IC,Invest Cont
201709701,IC,Invest Cont
200506115,IC,Invest Cont
201805250,IC,Invest Cont
201215046,AA,Adult Arrest
200905585,IC,Invest Cont
200105645,AA,Adult Arrest
200517963,IC,Invest Cont
201813326,IC,Invest Cont
201804414,IC,Invest Cont
201815203,IC,Invest Cont
200512219,IC,Invest Cont
200110297,IC,Invest Cont
201900889,AA,Adult Arrest
201320983,IC,Invest Cont
201712456,IC,Invest Cont
201704781,IC,Invest Cont
200310707,IC,Invest Cont
201909096,IC,Invest Cont
201508079,IC,Invest Cont
200400504,IC,Invest Cont
201200789,IC,Invest Cont
200713833,IC,Invest Cont
200400661,AA,Adult Arrest
200109365,IC,Invest Cont
200510689,AA,Adult Arrest
200415886,IC,Invest Cont
201218202,IC,Invest Cont
201500553,IC,Invest Cont
201912178,IC,Invest Cont
200906094,AA,Adult Arrest
201210709,IC,Invest Cont
200406840,IC,Invest Cont
201005072,IC,Invest Cont
201012458,AO,Adult Other
201819837,AA,Adult Arrest
200312638,IC,Invest Cont
201413975,IC,Invest Cont
201108488,IC,Invest Cont
201200921,AA,Adult Arrest
201207357,AO,Adult Other
201221556,IC,Invest Cont
200115583,IC,Invest Cont
200917249,IC,Invest Cont
201809136,IC,Invest Cont
200317378,IC,Invest Cont
202011754,IC,Invest Cont
201911793,AO,Adult Other
201312716,IC,Invest Cont
202016829,IC,Invest Cont
201612077,IC,Invest Cont
201004389,AO,Adult Other
200113127,AA,Adult Arrest
201009603,IC,Invest Cont
200404583,IC,Invest Cont
200704143,AA,Adult Arrest
200408301,IC,Invest Cont
200607931,AO,Adult Other
201500618,AA,Adult Arrest
201512387,IC,Invest Cont
201819567,IC,Invest Cont
201221242,IC,Invest Cont
200915239,AO,Adult Other
200614025,AA,Adult Arrest
202011585,AA,Adult Arrest
201205787,IC,Invest Cont
200807061,IC,Invest Cont
201917353,AA,Adult Arrest
200211040,IC,Invest Cont
200704214,AO,Adult Other
201813006,IC,Invest Cont
201204430,IC,Invest Cont
201213433,IC,Invest Cont
201014040,IC,Invest Cont
201201023,IC,Invest Cont
202008283,AA,Adult Arrest
202017927,IC,Invest Cont
201313371,IC,Invest Cont
200218855,AA,Adult Arrest
200218916,AO,Adult Other
210904109,AO,Adult Other
201316900,AO,Adult Other
201608079,AO,Adult Other
201215365,IC,Invest Cont
200211618,IC,Invest Cont
201817541,IC,Invest Cont
200712403,IC,Invest Cont
201809325,IC,Invest Cont
202100607,AA,Adult Arrest
200314044,AO,Adult Other
201809282,AO,Adult Other
202014105,IC,Invest Cont
201417687,IC,Invest Cont
200115560,IC,Invest Cont
201204423,IC,Invest Cont
201813407,AO,Adult Other
201300740,AA,Adult Arrest
200218197,IC,Invest Cont
201716538,IC,Invest Cont
200907895,AO,Adult Other
200709156,IC,Invest Cont
200309861,AA,Adult Arrest
201812699,IC,Invest Cont
201223842,IC,Invest Cont
201109463,IC,Invest Cont
200213277,IC,Invest Cont
201907636,AO,Adult Other
200917962,IC,Invest Cont
201819254,AO,Adult Other
200513158,AA,Adult Arrest
200913850,AA,Adult Arrest
211310934,IC,Invest Cont
201501144,AA,Adult Arrest
200121796,AO,Adult Other
200618373,IC,Invest Cont
201913310,AO,Adult Other
200713831,IC,Invest Cont
200216800,AA,Adult Arrest
200612680,AO,Adult Other
200505818,IC,Invest Cont
201308146,IC,Invest Cont
201818720,IC,Invest Cont
200514010,AO,Adult Other
200505411,AA,Adult Arrest
201222268,IC,Invest Cont
201501012,IC,Invest Cont
202004714,AO,Adult Other
200110406,AO,Adult Other
201416497,AA,Adult Arrest
200414856,IC,Invest Cont
200605824,IC,Invest Cont
201320053,AO,Adult Other
200407019,IC,Invest Cont
200314683,IC,Invest Cont
200616533,AO,Adult Other
202010474,IC,Invest Cont
201214459,IC,Invest Cont
200710980,AA,Adult Arrest
200219004,IC,Invest Cont
201316546,IC,Invest Cont
201219421,AO,Adult Other
201208969,IC,Invest Cont
200804247,AA,Adult Arrest
201819056,AO,Adult Other
200709800,IC,Invest Cont
201912544,IC,Invest Cont
201820940,IC,Invest Cont
201407474,AO,Adult Other
200700757,AO,Adult Other
202100926,IC,Invest Cont
