DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd
222009929,05/15/2022 12:00:00 AM,06/08/2020 12:00:00 AM,1900,20,Olympic,2023,2,354
200114396,07/06/2020 12:00:00 AM,07/04/2020 12:00:00 AM,100,1,Central,157,1,510
220811962,07/14/2022 12:00:00 AM,06/01/2020 12:00:00 AM,1,8,West LA,881,1,310
221206342,02/13/2022 12:00:00 AM,02/13/2020 12:00:00 AM,1100,12,77th Street,1257,1,761
221106367,03/06/2022 12:00:00 AM,11/10/2020 12:00:00 AM,2300,11,Northeast,1177,2,745
221115990,11/07/2022 12:00:00 AM,10/06/2020 12:00:00 AM,1,11,Northeast,1137,2,812
220214438,08/08/2022 12:00:00 AM,08/01/2020 12:00:00 AM,900,2,Rampart,205,1,420
231013980,08/13/2023 12:00:00 AM,10/17/2020 12:00:00 AM,1216,10,West Valley,1045,2,354
222019280,12/16/2022 12:00:00 AM,02/05/2020 12:00:00 AM,1500,20,Olympic,2046,2,649
220817417,11/21/2022 12:00:00 AM,02/21/2020 12:00:00 AM,905,8,West LA,813,2,354
221411798,05/31/2022 12:00:00 AM,06/25/2020 12:00:00 AM,2200,14,Pacific,1479,1,121
230604935,01/13/2023 12:00:00 AM,03/10/2020 12:00:00 AM,1600,6,Hollywood,656,2,354
220505308,02/02/2022 12:00:00 AM,12/01/2020 12:00:00 AM,305,5,Harbor,585,2,354
221225134,12/13/2022 12:00:00 AM,06/13/2020 12:00:00 AM,1605,12,77th Street,1213,2,354
220706832,03/16/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1,7,Wilshire,782,2,668
220818171,12/15/2022 12:00:00 AM,06/15/2020 12:00:00 AM,1045,8,West LA,884,2,354
231807447,03/09/2023 12:00:00 AM,10/01/2020 12:00:00 AM,1620,18,Southeast,1822,2,354
231317622,09/20/2023 12:00:00 AM,09/11/2020 12:00:00 AM,1100,13,Newton,1377,1,510
221819021,10/05/2022 12:00:00 AM,07/31/2020 12:00:00 AM,1200,18,Southeast,1839,2,354
220110351,04/14/2022 12:00:00 AM,10/01/2020 12:00:00 AM,955,1,Central,164,2,354
221222171,10/19/2022 12:00:00 AM,10/01/2020 12:00:00 AM,1110,12,77th Street,1265,2,956
221811447,05/26/2022 12:00:00 AM,02/01/2020 12:00:00 AM,1700,18,Southeast,1821,1,121
210107732,03/20/2021 12:00:00 AM,12/01/2020 12:00:00 AM,1400,1,Central,148,1,341
221006093,02/25/2022 12:00:00 AM,06/01/2020 12:00:00 AM,1230,10,West Valley,1024,2,354
221217989,08/19/2022 12:00:00 AM,04/27/2020 12:00:00 AM,1200,12,77th Street,1245,2,662
221209376,04/06/2022 12:00:00 AM,01/05/2020 12:00:00 AM,1325,12,77th Street,1213,2,354
220917492,12/20/2022 12:00:00 AM,03/20/2020 12:00:00 AM,1100,9,Van Nuys,929,2,354
230515145,10/20/2023 12:00:00 AM,12/09/2020 12:00:00 AM,1200,5,Harbor,566,2,354
220914148,09/22/2022 12:00:00 AM,01/01/2020 12:00:00 AM,800,9,Van Nuys,943,2,354
230317144,09/16/2023 12:00:00 AM,08/08/2020 12:00:00 AM,1300,3,Southwest,361,2,354
220707271,03/27/2022 12:00:00 AM,05/29/2020 12:00:00 AM,1200,7,Wilshire,752,2,354
221514248,08/30/2022 12:00:00 AM,08/04/2020 12:00:00 AM,1430,15,N Hollywood,1553,2,903
200912561,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,700,9,Van Nuys,937,1,510
221908403,04/18/2022 12:00:00 AM,04/17/2020 12:00:00 AM,2200,19,Mission,1972,2,745
211004916,01/30/2021 12:00:00 AM,12/15/2020 12:00:00 AM,1200,10,West Valley,1063,1,310
221915597,10/11/2022 12:00:00 AM,06/01/2020 12:00:00 AM,5,19,Mission,1916,2,812
231713766,08/05/2023 12:00:00 AM,07/03/2020 12:00:00 AM,100,17,Devonshire,1723,2,626
222006554,02/26/2022 12:00:00 AM,02/26/2020 12:00:00 AM,2230,20,Olympic,2017,1,236
231510452,05/24/2023 12:00:00 AM,05/24/2020 12:00:00 AM,1045,15,N Hollywood,1521,2,354
211504819,01/22/2021 12:00:00 AM,07/10/2020 12:00:00 AM,1200,15,N Hollywood,1547,1,510
210608827,04/23/2021 12:00:00 AM,12/15/2020 12:00:00 AM,1400,6,Hollywood,667,1,310
231008104,04/17/2023 12:00:00 AM,04/01/2020 12:00:00 AM,1355,10,West Valley,1011,2,354
232004501,01/14/2023 12:00:00 AM,01/01/2020 12:00:00 AM,800,20,Olympic,2088,1,310
230507151,03/24/2023 12:00:00 AM,06/26/2020 12:00:00 AM,600,5,Harbor,511,2,956
221804340,01/08/2022 12:00:00 AM,03/07/2020 12:00:00 AM,1420,18,Southeast,1849,2,354
230718552,12/16/2023 12:00:00 AM,08/17/2020 12:00:00 AM,1730,7,Wilshire,747,2,354
230514897,10/19/2023 12:00:00 AM,08/19/2020 12:00:00 AM,2145,5,Harbor,585,2,354
221507119,03/11/2022 12:00:00 AM,11/01/2020 12:00:00 AM,400,15,N Hollywood,1545,1,236
231515086,09/20/2023 12:00:00 AM,03/16/2020 12:00:00 AM,1415,15,N Hollywood,1532,2,354
221908685,04/25/2022 12:00:00 AM,03/07/2020 12:00:00 AM,1640,19,Mission,1974,2,354
231419365,10/26/2023 12:00:00 AM,06/01/2020 12:00:00 AM,1200,14,Pacific,1473,2,354
221507756,03/31/2022 12:00:00 AM,12/05/2020 12:00:00 AM,1200,15,N Hollywood,1522,2,354
221213844,05/24/2022 12:00:00 AM,05/08/2020 12:00:00 AM,1320,12,77th Street,1232,2,354
222104705,01/22/2022 12:00:00 AM,01/22/2020 12:00:00 AM,400,21,Topanga,2128,2,812
221519127,12/30/2022 12:00:00 AM,12/17/2020 12:00:00 AM,1050,15,N Hollywood,1585,2,354
220505934,02/19/2022 12:00:00 AM,02/19/2020 12:00:00 AM,825,5,Harbor,501,1,330
231211752,04/14/2023 12:00:00 AM,11/10/2020 12:00:00 AM,1,12,77th Street,1243,2,354
222109748,05/27/2022 12:00:00 AM,03/28/2020 12:00:00 AM,1745,21,Topanga,2157,2,956
210806271,02/26/2021 12:00:00 AM,10/31/2020 12:00:00 AM,1530,8,West LA,857,2,668
221222580,10/30/2022 12:00:00 AM,06/01/2020 12:00:00 AM,1500,12,77th Street,1267,2,627
221418375,10/30/2022 12:00:00 AM,10/30/2020 12:00:00 AM,2025,14,Pacific,1458,2,624
231812149,06/19/2023 12:00:00 AM,12/24/2020 12:00:00 AM,955,18,Southeast,1822,2,354
211410751,04/30/2021 12:00:00 AM,06/12/2020 12:00:00 AM,930,14,Pacific,1438,2,354
211106748,03/21/2021 12:00:00 AM,01/01/2020 12:00:00 AM,1200,11,Northeast,1107,2,354
220106363,02/10/2022 12:00:00 AM,10/01/2020 12:00:00 AM,300,1,Central,132,1,121
221217696,08/13/2022 12:00:00 AM,12/01/2020 12:00:00 AM,1605,12,77th Street,1258,2,354
220414491,10/20/2022 12:00:00 AM,10/19/2020 12:00:00 AM,2000,4,Hollenbeck,442,1,510
221612433,09/15/2022 12:00:00 AM,12/03/2020 12:00:00 AM,800,16,Foothill,1672,1,341
230108364,03/08/2023 12:00:00 AM,12/16/2020 12:00:00 AM,1850,1,Central,166,2,354
231205719,01/30/2023 12:00:00 AM,04/07/2020 12:00:00 AM,1259,12,77th Street,1243,2,354
220220118,11/12/2022 12:00:00 AM,11/12/2020 12:00:00 AM,1,2,Rampart,261,2,354
221209255,03/24/2022 12:00:00 AM,08/28/2020 12:00:00 AM,1325,12,77th Street,1251,2,354
221704329,01/03/2022 12:00:00 AM,06/05/2020 12:00:00 AM,1510,17,Devonshire,1775,2,354
221913658,08/24/2022 12:00:00 AM,03/03/2020 12:00:00 AM,1,19,Mission,1902,2,354
221806506,02/25/2022 12:00:00 AM,08/01/2020 12:00:00 AM,1120,18,Southeast,1864,2,354
212009203,05/15/2021 12:00:00 AM,12/05/2020 12:00:00 AM,730,20,Olympic,2069,2,900
230208100,03/26/2023 12:00:00 AM,01/12/2020 12:00:00 AM,1300,2,Rampart,266,2,354
231505784,02/13/2023 12:00:00 AM,10/14/2020 12:00:00 AM,2000,15,N Hollywood,1544,2,626
221404692,01/15/2022 12:00:00 AM,11/01/2020 12:00:00 AM,1,14,Pacific,1431,2,886
241804050,01/01/2024 12:00:00 AM,04/01/2020 12:00:00 AM,1506,18,Southeast,1824,2,354
240904134,01/04/2024 12:00:00 AM,03/01/2020 12:00:00 AM,900,9,Van Nuys,926,2,901
231806065,02/06/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1200,18,Southeast,1827,2,813
220508966,05/09/2022 12:00:00 AM,10/28/2020 12:00:00 AM,815,5,Harbor,513,2,956
222106102,02/25/2022 12:00:00 AM,12/13/2020 12:00:00 AM,1430,21,Topanga,2156,2,354
221419817,11/02/2022 12:00:00 AM,12/04/2020 12:00:00 AM,1005,14,Pacific,1469,2,354
210117309,09/22/2021 12:00:00 AM,10/21/2020 12:00:00 AM,1200,1,Central,155,2,845
220206927,03/08/2022 12:00:00 AM,11/01/2020 12:00:00 AM,1,2,Rampart,236,2,930
231611191,08/17/2023 12:00:00 AM,03/01/2020 12:00:00 AM,1200,16,Foothill,1642,2,354
231512148,07/12/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1545,15,N Hollywood,1548,2,354
221706445,03/08/2022 12:00:00 AM,06/05/2020 12:00:00 AM,2030,17,Devonshire,1723,2,354
231207678,03/02/2023 12:00:00 AM,05/01/2020 12:00:00 AM,600,12,77th Street,1257,1,420
210809259,05/12/2021 12:00:00 AM,12/12/2020 12:00:00 AM,2100,8,West LA,811,2,956
231709524,05/01/2023 12:00:00 AM,02/01/2020 12:00:00 AM,200,17,Devonshire,1747,1,236
232112798,08/11/2023 12:00:00 AM,08/11/2020 12:00:00 AM,1755,21,Topanga,2146,2,354
221611892,08/26/2022 12:00:00 AM,04/15/2020 12:00:00 AM,1200,16,Foothill,1605,1,815
220126052,12/08/2022 12:00:00 AM,09/27/2020 12:00:00 AM,1,1,Central,148,2,354
221506014,02/20/2022 12:00:00 AM,02/17/2020 12:00:00 AM,2200,15,N Hollywood,1526,1,510
221404829,01/18/2022 12:00:00 AM,07/16/2020 12:00:00 AM,300,14,Pacific,1487,1,310
221509250,05/05/2022 12:00:00 AM,03/01/2020 12:00:00 AM,1200,15,N Hollywood,1585,2,626
221421185,12/20/2022 12:00:00 AM,09/22/2020 12:00:00 AM,1200,14,Pacific,1469,2,354
211505747,02/15/2021 12:00:00 AM,08/16/2020 12:00:00 AM,1030,15,N Hollywood,1532,2,354
231006812,02/22/2023 12:00:00 AM,10/27/2020 12:00:00 AM,1945,10,West Valley,1041,1,121
220204516,01/13/2022 12:00:00 AM,08/01/2020 12:00:00 AM,1000,2,Rampart,237,1,420
222007542,03/23/2022 12:00:00 AM,03/22/2020 12:00:00 AM,2300,20,Olympic,2014,2,626
220117108,07/29/2022 12:00:00 AM,12/25/2020 12:00:00 AM,1040,1,Central,147,1,440
231006256,02/27/2023 12:00:00 AM,06/02/2020 12:00:00 AM,1916,10,West Valley,1088,2,740
221218637,07/12/2022 12:00:00 AM,08/01/2020 12:00:00 AM,1200,12,77th Street,1203,1,310
231716502,10/12/2023 12:00:00 AM,03/10/2020 12:00:00 AM,1347,17,Devonshire,1795,1,341
221517779,11/25/2022 12:00:00 AM,10/20/2020 12:00:00 AM,2230,15,N Hollywood,1553,2,354
230206138,02/15/2023 12:00:00 AM,05/27/2020 12:00:00 AM,1200,2,Rampart,216,2,354
231013475,09/07/2023 12:00:00 AM,06/07/2020 12:00:00 AM,1020,10,West Valley,1044,2,354
220515869,11/11/2022 12:00:00 AM,11/06/2020 12:00:00 AM,1200,5,Harbor,564,2,354
230612659,07/08/2023 12:00:00 AM,06/01/2020 12:00:00 AM,850,6,Hollywood,622,2,354
220208449,04/07/2022 12:00:00 AM,01/01/2020 12:00:00 AM,800,2,Rampart,247,2,813
231007020,03/21/2023 12:00:00 AM,08/01/2020 12:00:00 AM,1200,10,West Valley,1049,1,121
210709140,05/28/2021 12:00:00 AM,05/28/2020 12:00:00 AM,45,7,Wilshire,743,1,510
211505552,02/10/2021 12:00:00 AM,12/20/2020 12:00:00 AM,1400,15,N Hollywood,1545,1,310
231805059,01/17/2023 12:00:00 AM,03/15/2020 12:00:00 AM,935,18,Southeast,1841,2,354
220110263,04/13/2022 12:00:00 AM,04/30/2020 12:00:00 AM,1200,1,Central,134,2,354
231715837,09/28/2023 12:00:00 AM,10/28/2020 12:00:00 AM,800,17,Devonshire,1776,2,662
221810106,04/24/2022 12:00:00 AM,11/18/2020 12:00:00 AM,1,18,Southeast,1841,2,845
222107696,04/05/2022 12:00:00 AM,04/15/2020 12:00:00 AM,1200,21,Topanga,2105,2,354
231208669,02/16/2023 12:00:00 AM,07/20/2020 12:00:00 AM,1305,12,77th Street,1256,2,354
222007966,04/02/2022 12:00:00 AM,04/02/2020 12:00:00 AM,10,20,Olympic,2036,1,510
230215957,07/11/2023 12:00:00 AM,07/11/2020 12:00:00 AM,2255,2,Rampart,236,2,354
221912089,07/13/2022 12:00:00 AM,01/04/2020 12:00:00 AM,1100,19,Mission,1916,2,810
211605013,02/03/2021 12:00:00 AM,12/18/2020 12:00:00 AM,1105,16,Foothill,1664,2,354
232014776,01/27/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1,20,Olympic,2055,2,812
220511322,06/29/2022 12:00:00 AM,03/01/2020 12:00:00 AM,1200,5,Harbor,587,2,439
222116012,10/28/2022 12:00:00 AM,08/12/2020 12:00:00 AM,1,21,Topanga,2114,2,956
221607970,12/28/2021 12:00:00 AM,10/15/2020 12:00:00 AM,1340,16,Foothill,1622,2,354
222007501,03/11/2022 12:00:00 AM,03/11/2020 12:00:00 AM,1425,20,Olympic,2033,1,442
221411380,05/24/2022 12:00:00 AM,01/01/2020 12:00:00 AM,2040,14,Pacific,1428,2,354
232017254,10/18/2023 12:00:00 AM,08/23/2020 12:00:00 AM,1,20,Olympic,2023,2,354
222115665,10/20/2022 12:00:00 AM,11/18/2020 12:00:00 AM,1200,21,Topanga,2187,2,354
230604864,01/23/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1,6,Hollywood,659,1,121
221718329,12/26/2022 12:00:00 AM,06/01/2020 12:00:00 AM,1200,17,Devonshire,1793,1,815
221715853,11/09/2022 12:00:00 AM,08/15/2020 12:00:00 AM,2359,17,Devonshire,1795,2,860
221418374,10/30/2022 12:00:00 AM,10/30/2020 12:00:00 AM,2025,14,Pacific,1458,2,624
222111399,07/07/2022 12:00:00 AM,08/21/2020 12:00:00 AM,1,21,Topanga,2148,2,901
230307948,02/28/2023 12:00:00 AM,03/28/2020 12:00:00 AM,745,3,Southwest,396,2,354
220709413,03/10/2022 12:00:00 AM,01/20/2020 12:00:00 AM,2359,7,Wilshire,743,1,121
231109198,05/20/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1235,11,Northeast,1176,2,354
200905707,02/08/2020 12:00:00 AM,02/07/2020 12:00:00 AM,2000,9,Van Nuys,939,1,510
220910848,06/27/2022 12:00:00 AM,10/30/2020 12:00:00 AM,1105,9,Van Nuys,909,2,354
230516031,11/21/2023 12:00:00 AM,11/21/2020 12:00:00 AM,320,5,Harbor,505,2,626
220221510,12/08/2022 12:00:00 AM,04/08/2020 12:00:00 AM,1400,2,Rampart,261,2,354
232104887,01/24/2023 12:00:00 AM,05/20/2020 12:00:00 AM,1830,21,Topanga,2173,2,354
221216200,07/11/2022 12:00:00 AM,09/01/2020 12:00:00 AM,1235,12,77th Street,1255,2,354
231509430,05/08/2023 12:00:00 AM,09/20/2020 12:00:00 AM,1005,15,N Hollywood,1595,2,354
220107460,02/24/2022 12:00:00 AM,01/15/2020 12:00:00 AM,1,1,Central,192,2,354
221809781,04/26/2022 12:00:00 AM,02/01/2020 12:00:00 AM,1,18,Southeast,1827,2,354
231407360,03/22/2023 12:00:00 AM,11/16/2020 12:00:00 AM,2300,14,Pacific,1452,2,624
210906739,03/09/2021 12:00:00 AM,11/16/2020 12:00:00 AM,1200,9,Van Nuys,941,2,668
230604663,01/17/2023 12:00:00 AM,11/01/2020 12:00:00 AM,1,6,Hollywood,659,2,860
231421914,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,1315,14,Pacific,1424,2,354
230415586,12/21/2023 12:00:00 AM,10/01/2020 12:00:00 AM,900,4,Hollenbeck,489,2,812
231511384,06/23/2023 12:00:00 AM,09/01/2020 12:00:00 AM,1200,15,N Hollywood,1531,2,354
220705301,02/03/2022 12:00:00 AM,07/14/2020 12:00:00 AM,1705,7,Wilshire,755,2,354
231204292,01/02/2023 12:00:00 AM,01/08/2020 12:00:00 AM,900,12,77th Street,1231,2,354
220314618,08/03/2022 12:00:00 AM,03/10/2020 12:00:00 AM,1,3,Southwest,393,2,354
221704906,01/24/2022 12:00:00 AM,10/17/2020 12:00:00 AM,625,17,Devonshire,1762,2,354
220615948,09/13/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,6,Hollywood,645,2,900
220505776,02/14/2022 12:00:00 AM,11/04/2020 12:00:00 AM,1150,5,Harbor,511,2,354
230116672,07/17/2023 12:00:00 AM,08/22/2020 12:00:00 AM,1800,1,Central,132,1,121
221809652,04/22/2022 12:00:00 AM,07/20/2020 12:00:00 AM,630,18,Southeast,1822,2,354
230406446,03/16/2023 12:00:00 AM,03/15/2020 12:00:00 AM,1620,4,Hollenbeck,454,2,354
211209532,04/01/2021 12:00:00 AM,10/18/2020 12:00:00 AM,1225,12,77th Street,1203,2,930
230207636,03/18/2023 12:00:00 AM,01/01/2020 12:00:00 AM,900,2,Rampart,238,2,354
221206083,02/04/2022 12:00:00 AM,01/25/2020 12:00:00 AM,1,12,77th Street,1251,2,354
221811443,05/26/2022 12:00:00 AM,02/02/2020 12:00:00 AM,2053,18,Southeast,1827,2,354
220208285,03/30/2022 12:00:00 AM,06/30/2020 12:00:00 AM,930,2,Rampart,269,2,354
231009710,05/30/2023 12:00:00 AM,01/04/2020 12:00:00 AM,1935,10,West Valley,1025,2,354
220506283,03/01/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,5,Harbor,506,1,510
220410114,06/22/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1220,4,Hollenbeck,479,2,354
222117263,12/01/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1100,21,Topanga,2137,2,354
220406802,03/25/2022 12:00:00 AM,03/24/2020 12:00:00 AM,245,4,Hollenbeck,411,1,510
221320934,11/14/2022 12:00:00 AM,04/27/2020 12:00:00 AM,2300,13,Newton,1331,1,121
221306072,02/09/2022 12:00:00 AM,08/05/2020 12:00:00 AM,1240,13,Newton,1333,2,354
221614062,11/07/2022 12:00:00 AM,02/26/2020 12:00:00 AM,1200,16,Foothill,1675,2,354
222105110,01/28/2022 12:00:00 AM,09/07/2020 12:00:00 AM,1200,21,Topanga,2102,2,354
221407828,03/18/2022 12:00:00 AM,08/19/2020 12:00:00 AM,1800,14,Pacific,1479,1,330
220505521,02/08/2022 12:00:00 AM,10/01/2020 12:00:00 AM,1,5,Harbor,518,2,653
230406805,03/26/2023 12:00:00 AM,02/10/2020 12:00:00 AM,1400,4,Hollenbeck,462,1,440
231210177,04/14/2023 12:00:00 AM,04/22/2020 12:00:00 AM,1200,12,77th Street,1255,1,341
230304767,01/17/2023 12:00:00 AM,01/01/2020 12:00:00 AM,900,3,Southwest,361,2,354
221607048,04/05/2022 12:00:00 AM,12/01/2020 12:00:00 AM,1500,16,Foothill,1658,2,354
210505803,02/15/2021 12:00:00 AM,11/01/2020 12:00:00 AM,1,5,Harbor,565,2,668
231805325,01/26/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1200,18,Southeast,1834,2,812
221817884,09/23/2022 12:00:00 AM,06/22/2020 12:00:00 AM,1220,18,Southeast,1829,2,354
231604399,01/12/2023 12:00:00 AM,01/12/2020 12:00:00 AM,850,16,Foothill,1621,2,354
221915337,10/05/2022 12:00:00 AM,07/08/2020 12:00:00 AM,600,19,Mission,1921,1,121
221004960,01/26/2022 12:00:00 AM,11/01/2020 12:00:00 AM,1300,10,West Valley,1091,2,810
231510763,06/08/2023 12:00:00 AM,04/01/2020 12:00:00 AM,2005,15,N Hollywood,1506,2,354
231106617,03/09/2023 12:00:00 AM,08/06/2020 12:00:00 AM,845,11,Northeast,1147,2,354
221420690,11/16/2022 12:00:00 AM,11/14/2020 12:00:00 AM,1730,14,Pacific,1433,1,440
231307252,03/03/2023 12:00:00 AM,07/05/2020 12:00:00 AM,2305,13,Newton,1391,2,354
230516282,11/28/2023 12:00:00 AM,11/18/2020 12:00:00 AM,1200,5,Harbor,513,1,420
220715286,10/13/2022 12:00:00 AM,06/01/2020 12:00:00 AM,2359,7,Wilshire,722,2,886
221322455,12/14/2022 12:00:00 AM,08/31/2020 12:00:00 AM,1201,13,Newton,1371,2,354
220308220,03/29/2022 12:00:00 AM,06/12/2020 12:00:00 AM,155,3,Southwest,321,2,354
221917036,11/03/2022 12:00:00 AM,11/03/2020 12:00:00 AM,1415,19,Mission,1974,2,740
221308375,03/21/2022 12:00:00 AM,02/04/2020 12:00:00 AM,2115,13,Newton,1361,1,236
221512237,03/04/2022 12:00:00 AM,03/01/2020 12:00:00 AM,700,15,N Hollywood,1585,1,341
220111774,05/06/2022 12:00:00 AM,05/25/2020 12:00:00 AM,1300,1,Central,111,1,236
201813532,07/05/2020 12:00:00 AM,07/05/2020 12:00:00 AM,1400,18,Southeast,1842,1,510
231109831,06/06/2023 12:00:00 AM,04/02/2020 12:00:00 AM,2359,11,Northeast,1124,2,845
221225690,12/19/2022 12:00:00 AM,05/01/2020 12:00:00 AM,105,12,77th Street,1232,2,354
221611890,08/30/2022 12:00:00 AM,02/09/2020 12:00:00 AM,1,16,Foothill,1654,2,354
210908888,05/04/2021 12:00:00 AM,11/12/2020 12:00:00 AM,1925,9,Van Nuys,909,2,354
210404363,01/11/2021 12:00:00 AM,12/18/2020 12:00:00 AM,1230,4,Hollenbeck,478,1,341
220106106,02/06/2022 12:00:00 AM,11/20/2020 12:00:00 AM,2300,1,Central,145,2,626
222105712,02/13/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1010,21,Topanga,2103,2,354
230217098,08/21/2023 12:00:00 AM,12/01/2020 12:00:00 AM,2220,2,Rampart,271,2,354
221607826,05/01/2022 12:00:00 AM,04/01/2020 12:00:00 AM,1400,16,Foothill,1617,2,812
231505624,02/09/2023 12:00:00 AM,08/06/2020 12:00:00 AM,1025,15,N Hollywood,1545,2,354
221405000,01/19/2022 12:00:00 AM,03/02/2020 12:00:00 AM,1020,14,Pacific,1424,2,354
220711710,07/15/2022 12:00:00 AM,03/04/2020 12:00:00 AM,2220,7,Wilshire,732,2,354
221009305,05/17/2022 12:00:00 AM,06/01/2020 12:00:00 AM,1000,10,West Valley,1065,2,956
220610693,05/23/2022 12:00:00 AM,08/05/2020 12:00:00 AM,1336,6,Hollywood,645,2,354
221806712,02/28/2022 12:00:00 AM,01/01/2020 12:00:00 AM,700,18,Southeast,1822,2,812
221706362,03/08/2022 12:00:00 AM,06/01/2020 12:00:00 AM,1200,17,Devonshire,1781,2,662
221305642,02/03/2022 12:00:00 AM,05/01/2020 12:00:00 AM,800,13,Newton,1395,2,354
221806711,02/28/2022 12:00:00 AM,01/01/2020 12:00:00 AM,700,18,Southeast,1822,1,815
231010971,06/30/2023 12:00:00 AM,01/18/2020 12:00:00 AM,1435,10,West Valley,1028,2,354
220804236,01/04/2022 12:00:00 AM,12/01/2020 12:00:00 AM,700,8,West LA,895,2,954
221505658,02/08/2022 12:00:00 AM,07/02/2020 12:00:00 AM,1300,15,N Hollywood,1566,2,354
230610642,06/02/2023 12:00:00 AM,07/25/2020 12:00:00 AM,1835,6,Hollywood,631,2,354
221715285,10/26/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,17,Devonshire,1708,2,627
231715425,09/20/2023 12:00:00 AM,09/19/2020 12:00:00 AM,2000,17,Devonshire,1797,1,420
210708528,05/07/2021 12:00:00 AM,04/07/2020 12:00:00 AM,620,7,Wilshire,789,2,900
220907962,04/14/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,9,Van Nuys,914,2,354
231513527,08/11/2023 12:00:00 AM,08/11/2020 12:00:00 AM,1615,15,N Hollywood,1525,2,354
220617754,10/16/2022 12:00:00 AM,09/29/2020 12:00:00 AM,1130,6,Hollywood,638,2,354
220613819,07/27/2022 12:00:00 AM,12/08/2020 12:00:00 AM,656,6,Hollywood,632,2,354
221707353,02/15/2022 12:00:00 AM,08/04/2020 12:00:00 AM,1800,17,Devonshire,1703,2,740
221806077,02/15/2022 12:00:00 AM,11/01/2020 12:00:00 AM,1000,18,Southeast,1822,1,331
231415437,08/03/2023 12:00:00 AM,04/22/2020 12:00:00 AM,1700,14,Pacific,1435,1,236
221310643,05/04/2022 12:00:00 AM,06/03/2020 12:00:00 AM,1425,13,Newton,1325,2,354
222006040,02/16/2022 12:00:00 AM,02/12/2020 12:00:00 AM,945,20,Olympic,2071,2,354
231910853,06/24/2023 12:00:00 AM,08/28/2020 12:00:00 AM,1145,19,Mission,1921,2,354
221511143,06/15/2022 12:00:00 AM,11/19/2020 12:00:00 AM,719,15,N Hollywood,1543,2,354
231611060,08/14/2023 12:00:00 AM,07/06/2020 12:00:00 AM,655,16,Foothill,1678,2,354
231708351,03/23/2023 12:00:00 AM,11/01/2020 12:00:00 AM,1,17,Devonshire,1705,2,668
231804935,01/17/2023 12:00:00 AM,01/05/2020 12:00:00 AM,900,18,Southeast,1822,2,354
231507204,03/18/2023 12:00:00 AM,12/15/2020 12:00:00 AM,1500,15,N Hollywood,1555,2,354
222011043,06/11/2022 12:00:00 AM,05/01/2020 12:00:00 AM,1,20,Olympic,2081,2,956
221216573,07/15/2022 12:00:00 AM,05/15/2020 12:00:00 AM,1615,12,77th Street,1215,2,354
231716371,10/11/2023 12:00:00 AM,01/01/2020 12:00:00 AM,2020,17,Devonshire,1749,2,354
