DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd
230904576,01/17/2023 12:00:00 AM,06/25/2020 12:00:00 AM,1700,9,Van Nuys,946,2,354
220613587,07/23/2022 12:00:00 AM,10/24/2020 12:00:00 AM,1,6,Hollywood,666,2,354
231304936,01/17/2023 12:00:00 AM,11/17/2020 12:00:00 AM,1250,13,Newton,1313,2,354
231008955,05/09/2023 12:00:00 AM,01/09/2020 12:00:00 AM,1,10,West Valley,1028,2,627
221810128,05/03/2022 12:00:00 AM,06/22/2020 12:00:00 AM,815,18,Southeast,1821,2,354
221718119,12/21/2022 12:00:00 AM,01/01/2020 12:00:00 AM,2100,17,Devonshire,1701,1,121
230312512,06/21/2023 12:00:00 AM,07/09/2020 12:00:00 AM,1435,3,Southwest,357,2,354
230117531,08/07/2023 12:00:00 AM,08/07/2020 12:00:00 AM,1400,1,Central,135,1,330
220710103,06/06/2022 12:00:00 AM,08/01/2020 12:00:00 AM,1200,7,Wilshire,733,2,956
220105454,01/25/2022 12:00:00 AM,09/02/2020 12:00:00 AM,1900,1,Central,159,2,745
221110794,06/22/2022 12:00:00 AM,01/20/2020 12:00:00 AM,510,11,Northeast,1141,2,354
221000883,09/21/2022 12:00:00 AM,05/01/2020 12:00:00 AM,1,10,West Valley,1037,2,860
230314458,08/01/2023 12:00:00 AM,02/01/2020 12:00:00 AM,120,3,Southwest,338,2,354
232010431,05/17/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1200,20,Olympic,2055,2,626
220709236,05/15/2022 12:00:00 AM,10/28/2020 12:00:00 AM,1200,7,Wilshire,734,2,354
220207142,03/12/2022 12:00:00 AM,01/15/2020 12:00:00 AM,800,2,Rampart,235,2,860
222019482,12/20/2022 12:00:00 AM,12/20/2020 12:00:00 AM,1330,20,Olympic,2056,2,745
221916494,11/02/2022 12:00:00 AM,11/02/2020 12:00:00 AM,1225,19,Mission,1994,2,940
220917796,12/28/2022 12:00:00 AM,11/01/2020 12:00:00 AM,1735,9,Van Nuys,926,2,354
210705163,12/26/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1830,7,Wilshire,734,1,440
232108067,04/17/2023 12:00:00 AM,04/17/2020 12:00:00 AM,955,21,Topanga,2133,2,354
222005167,01/06/2022 12:00:00 AM,12/01/2020 12:00:00 AM,1945,20,Olympic,2001,2,354
221004454,01/13/2022 12:00:00 AM,01/14/2020 12:00:00 AM,600,10,West Valley,1015,2,354
221709079,03/21/2022 12:00:00 AM,01/22/2020 12:00:00 AM,800,17,Devonshire,1745,2,354
232104840,01/18/2023 12:00:00 AM,12/01/2020 12:00:00 AM,1200,21,Topanga,2101,2,627
231208405,02/24/2023 12:00:00 AM,02/24/2020 12:00:00 AM,1210,12,77th Street,1265,2,354
221407872,03/20/2022 12:00:00 AM,04/01/2020 12:00:00 AM,1200,14,Pacific,1453,1,310
231306429,02/16/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1410,13,Newton,1362,2,354
221407832,03/18/2021 12:00:00 AM,12/14/2020 12:00:00 AM,805,14,Pacific,1496,2,668
232110766,06/22/2023 12:00:00 AM,09/09/2020 12:00:00 AM,1300,21,Topanga,2189,2,662
221307404,03/04/2022 12:00:00 AM,11/16/2020 12:00:00 AM,200,13,Newton,1372,2,626
221211864,05/12/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,12,77th Street,1233,1,121
221715312,10/16/2022 12:00:00 AM,07/11/2020 12:00:00 AM,200,17,Devonshire,1712,2,626
230618649,12/06/2023 12:00:00 AM,08/01/2020 12:00:00 AM,1,6,Hollywood,646,1,341
230309680,04/18/2023 12:00:00 AM,02/02/2020 12:00:00 AM,830,3,Southwest,373,2,354
220220487,11/20/2022 12:00:00 AM,09/14/2020 12:00:00 AM,1530,2,Rampart,205,2,354
221916131,10/26/2022 12:00:00 AM,03/26/2020 12:00:00 AM,2125,19,Mission,1994,2,354
221005218,02/02/2022 12:00:00 AM,09/09/2020 12:00:00 AM,1500,10,West Valley,1043,2,354
231804643,01/10/2023 12:00:00 AM,01/01/2020 12:00:00 AM,800,18,Southeast,1864,2,812
231715652,09/23/2023 12:00:00 AM,01/17/2020 12:00:00 AM,1215,17,Devonshire,1761,2,354
220817354,11/28/2022 12:00:00 AM,08/01/2020 12:00:00 AM,1,8,West LA,801,2,354
231218894,09/04/2023 12:00:00 AM,02/02/2020 12:00:00 AM,1200,12,77th Street,1256,2,626
230504426,01/10/2023 12:00:00 AM,10/31/2020 12:00:00 AM,1400,5,Harbor,506,2,354
221917878,12/13/2022 12:00:00 AM,08/01/2020 12:00:00 AM,1200,19,Mission,1907,2,812
231212872,05/26/2023 12:00:00 AM,11/06/2020 12:00:00 AM,2355,12,77th Street,1283,2,354
220512200,08/05/2022 12:00:00 AM,08/05/2020 12:00:00 AM,1640,5,Harbor,524,2,956
220604150,01/04/2022 12:00:00 AM,03/16/2020 12:00:00 AM,1200,6,Hollywood,632,1,341
220109442,04/01/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1,1,Central,111,2,354
231412095,06/09/2023 12:00:00 AM,06/19/2020 12:00:00 AM,2300,14,Pacific,1458,1,121
210808759,04/29/2021 12:00:00 AM,08/03/2020 12:00:00 AM,1105,8,West LA,855,2,354
220504759,01/20/2022 12:00:00 AM,01/19/2020 12:00:00 AM,500,5,Harbor,506,1,310
220707275,03/27/2022 12:00:00 AM,06/07/2020 12:00:00 AM,1200,7,Wilshire,742,2,434
231711731,05/25/2023 12:00:00 AM,06/02/2020 12:00:00 AM,1,17,Devonshire,1737,2,354
220318720,10/19/2022 12:00:00 AM,07/10/2020 12:00:00 AM,1000,3,Southwest,395,2,666
211406426,10/25/2020 12:00:00 AM,07/02/2020 12:00:00 AM,1,14,Pacific,1488,2,860
220613117,07/12/2022 12:00:00 AM,01/02/2020 12:00:00 AM,1,6,Hollywood,637,2,354
231110083,06/13/2023 12:00:00 AM,09/22/2020 12:00:00 AM,600,11,Northeast,1151,2,649
220306276,02/19/2022 12:00:00 AM,09/20/2020 12:00:00 AM,1522,3,Southwest,392,2,354
220318758,10/19/2022 12:00:00 AM,01/15/2020 12:00:00 AM,2000,3,Southwest,363,2,956
231804115,12/28/2022 12:00:00 AM,11/22/2020 12:00:00 AM,1,18,Southeast,1802,1,121
201511143,06/11/2020 12:00:00 AM,06/09/2020 12:00:00 AM,2130,15,N Hollywood,1517,1,510
231214452,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1200,12,77th Street,1268,2,354
231609173,06/14/2023 12:00:00 AM,10/15/2020 12:00:00 AM,1200,16,Foothill,1659,2,354
221006841,03/17/2022 12:00:00 AM,09/20/2020 12:00:00 AM,1215,10,West Valley,1063,2,354
220404154,01/05/2022 12:00:00 AM,12/31/2020 12:00:00 AM,2320,4,Hollenbeck,448,2,626
230706782,03/01/2023 12:00:00 AM,07/12/2020 12:00:00 AM,1925,7,Wilshire,726,2,354
231306038,02/09/2023 12:00:00 AM,03/02/2020 12:00:00 AM,1340,13,Newton,1393,2,354
221515656,10/01/2022 12:00:00 AM,02/22/2020 12:00:00 AM,745,15,N Hollywood,1548,2,354
220404758,01/25/2022 12:00:00 AM,04/12/2020 12:00:00 AM,1800,4,Hollenbeck,416,2,956
230106509,02/07/2023 12:00:00 AM,03/07/2020 12:00:00 AM,1506,1,Central,131,2,354
221307738,03/08/2022 12:00:00 AM,02/15/2020 12:00:00 AM,1130,13,Newton,1377,2,354
231221484,10/17/2023 12:00:00 AM,07/16/2020 12:00:00 AM,1730,12,77th Street,1269,2,354
221014385,09/23/2022 12:00:00 AM,09/21/2020 12:00:00 AM,600,10,West Valley,1006,2,354
212111298,07/12/2021 12:00:00 AM,11/04/2020 12:00:00 AM,900,21,Topanga,2196,2,354
221322193,12/09/2022 12:00:00 AM,06/09/2020 12:00:00 AM,2035,13,Newton,1373,2,354
221918167,12/20/2022 12:00:00 AM,12/19/2020 12:00:00 AM,1900,19,Mission,1966,1,330
210206749,03/08/2021 12:00:00 AM,11/27/2020 12:00:00 AM,1125,2,Rampart,281,2,354
230114590,06/20/2023 12:00:00 AM,02/01/2020 12:00:00 AM,1200,1,Central,111,2,354
212106349,01/14/2021 12:00:00 AM,10/14/2020 12:00:00 AM,1015,21,Topanga,2185,1,341
221208508,03/22/2022 12:00:00 AM,10/15/2020 12:00:00 AM,1200,12,77th Street,1268,1,510
211404448,01/06/2021 12:00:00 AM,12/20/2020 12:00:00 AM,2300,14,Pacific,1441,1,440
241204450,01/06/2024 12:00:00 AM,05/06/2020 12:00:00 AM,1440,12,77th Street,1251,2,354
220315466,08/21/2022 12:00:00 AM,08/20/2020 12:00:00 AM,1330,3,Southwest,363,1,330
221222292,10/25/2022 12:00:00 AM,10/25/2020 12:00:00 AM,200,12,77th Street,1283,1,510
222019110,10/12/2022 12:00:00 AM,02/09/2020 12:00:00 AM,1205,20,Olympic,2005,2,354
221107379,04/01/2022 12:00:00 AM,06/10/2020 12:00:00 AM,1140,11,Northeast,1116,2,354
231613718,11/03/2023 12:00:00 AM,12/20/2020 12:00:00 AM,1200,16,Foothill,1637,2,354
221410135,05/03/2022 12:00:00 AM,08/19/2020 12:00:00 AM,830,14,Pacific,1414,2,354
221822190,12/14/2022 12:00:00 AM,06/16/2020 12:00:00 AM,920,18,Southeast,1838,2,354
231405764,02/10/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1,14,Pacific,1457,2,812
231004261,01/05/2023 12:00:00 AM,01/02/2020 12:00:00 AM,1800,10,West Valley,1029,1,420
220808005,04/07/2022 12:00:00 AM,03/08/2020 12:00:00 AM,1,8,West LA,832,2,354
220108255,03/14/2022 12:00:00 AM,01/01/2020 12:00:00 AM,420,1,Central,182,2,354
220412117,08/15/2022 12:00:00 AM,06/03/2020 12:00:00 AM,5,4,Hollenbeck,427,2,354
221110194,06/08/2022 12:00:00 AM,01/22/2020 12:00:00 AM,815,11,Northeast,1189,2,354
230704850,01/21/2023 12:00:00 AM,01/23/2020 12:00:00 AM,1000,7,Wilshire,737,1,420
231109377,05/25/2023 12:00:00 AM,05/08/2020 12:00:00 AM,2359,11,Northeast,1124,2,845
222110400,06/11/2022 12:00:00 AM,04/19/2020 12:00:00 AM,1430,21,Topanga,2138,2,354
230916996,12/02/2023 12:00:00 AM,07/01/2020 12:00:00 AM,800,9,Van Nuys,906,2,649
231223987,11/27/2023 12:00:00 AM,06/20/2020 12:00:00 AM,2045,12,77th Street,1283,2,354
232015967,09/27/2023 12:00:00 AM,09/11/2020 12:00:00 AM,1800,20,Olympic,2022,2,812
212115371,10/18/2021 12:00:00 AM,11/19/2020 12:00:00 AM,1717,21,Topanga,2157,2,354
231009996,05/19/2023 12:00:00 AM,01/03/2020 12:00:00 AM,1625,10,West Valley,1017,2,354
221704065,01/04/2022 12:00:00 AM,12/15/2020 12:00:00 AM,1400,17,Devonshire,1718,2,662
221107905,04/15/2022 12:00:00 AM,12/16/2020 12:00:00 AM,1819,11,Northeast,1124,2,354
221906797,03/10/2022 12:00:00 AM,06/30/2020 12:00:00 AM,700,19,Mission,1917,2,354
221610929,07/30/2022 12:00:00 AM,07/01/2020 12:00:00 AM,1200,16,Foothill,1695,2,627
231321739,12/08/2023 12:00:00 AM,02/20/2020 12:00:00 AM,915,13,Newton,1364,2,354
220810198,05/31/2022 12:00:00 AM,07/01/2020 12:00:00 AM,1600,8,West LA,889,1,510
220718228,12/25/2022 12:00:00 AM,07/21/2020 12:00:00 AM,120,7,Wilshire,773,2,354
220513949,09/20/2022 12:00:00 AM,08/12/2020 12:00:00 AM,800,5,Harbor,521,2,354
220510809,06/30/2022 12:00:00 AM,06/22/2020 12:00:00 AM,1220,5,Harbor,514,2,956
231306523,02/18/2023 12:00:00 AM,11/01/2020 12:00:00 AM,1200,13,Newton,1383,2,354
220515053,10/19/2022 12:00:00 AM,07/10/2020 12:00:00 AM,1500,5,Harbor,555,2,812
221612872,09/30/2022 12:00:00 AM,09/29/2020 12:00:00 AM,1130,16,Foothill,1612,2,624
212005882,02/22/2021 12:00:00 AM,07/20/2020 12:00:00 AM,1200,20,Olympic,2024,1,440
230606590,02/20/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1340,6,Hollywood,632,2,354
231212326,05/19/2023 12:00:00 AM,03/19/2020 12:00:00 AM,400,12,77th Street,1232,2,354
221319009,10/07/2022 12:00:00 AM,10/07/2020 12:00:00 AM,2250,13,Newton,1326,2,354
221214276,06/03/2022 12:00:00 AM,03/03/2020 12:00:00 AM,1250,12,77th Street,1273,2,354
221223354,11/12/2022 12:00:00 AM,09/01/2020 12:00:00 AM,1200,12,77th Street,1218,1,815
201909255,04/29/2020 12:00:00 AM,04/28/2020 12:00:00 AM,1700,19,Mission,1952,1,510
221110474,06/16/2022 12:00:00 AM,06/15/2020 12:00:00 AM,2000,11,Northeast,1132,1,815
240904082,01/03/2024 12:00:00 AM,07/07/2020 12:00:00 AM,1200,9,Van Nuys,914,2,354
221313546,06/27/2022 12:00:00 AM,11/12/2020 12:00:00 AM,1200,13,Newton,1377,2,354
241204448,01/05/2024 12:00:00 AM,08/19/2020 12:00:00 AM,1830,12,77th Street,1258,2,354
220710490,04/09/2022 12:00:00 AM,08/20/2020 12:00:00 AM,2144,7,Wilshire,759,2,354
221322933,12/16/2022 12:00:00 AM,07/16/2020 12:00:00 AM,1730,13,Newton,1385,2,354
211704018,12/31/2020 12:00:00 AM,12/30/2020 12:00:00 AM,1140,17,Devonshire,1782,2,624
230506258,03/01/2023 12:00:00 AM,07/22/2020 12:00:00 AM,2000,5,Harbor,567,2,810
222115311,10/12/2022 12:00:00 AM,11/19/2020 12:00:00 AM,1200,21,Topanga,2107,2,354
231907171,03/21/2023 12:00:00 AM,03/15/2020 12:00:00 AM,1200,19,Mission,1983,2,812
220717331,12/03/2022 12:00:00 AM,11/18/2020 12:00:00 AM,1350,7,Wilshire,782,1,440
221322196,12/09/2022 12:00:00 AM,02/09/2020 12:00:00 AM,545,13,Newton,1393,2,354
220808996,05/02/2022 12:00:00 AM,12/30/2020 12:00:00 AM,1,8,West LA,823,2,354
221508746,04/19/2022 12:00:00 AM,10/30/2020 12:00:00 AM,900,15,N Hollywood,1523,2,740
221704848,01/20/2022 12:00:00 AM,03/08/2020 12:00:00 AM,1200,17,Devonshire,1791,2,956
221614389,11/18/2022 12:00:00 AM,11/17/2020 12:00:00 AM,1015,16,Foothill,1641,2,354
220416185,12/09/2022 12:00:00 AM,02/09/2020 12:00:00 AM,1710,4,Hollenbeck,462,2,354
221105114,01/31/2022 12:00:00 AM,07/27/2020 12:00:00 AM,1305,11,Northeast,1152,2,354
221316918,09/01/2022 12:00:00 AM,09/01/2020 12:00:00 AM,600,13,Newton,1317,1,510
221319458,10/17/2022 12:00:00 AM,09/01/2020 12:00:00 AM,1200,13,Newton,1367,2,627
230905264,02/04/2023 12:00:00 AM,07/04/2020 12:00:00 AM,1155,9,Van Nuys,974,2,354
221514166,08/25/2022 12:00:00 AM,04/25/2020 12:00:00 AM,815,15,N Hollywood,1591,2,354
220106667,02/15/2022 12:00:00 AM,02/06/2020 12:00:00 AM,1000,1,Central,153,2,354
221604195,01/05/2022 12:00:00 AM,02/10/2020 12:00:00 AM,1230,16,Foothill,1622,2,354
221005417,02/08/2022 12:00:00 AM,06/30/2020 12:00:00 AM,1300,10,West Valley,1001,2,354
232009541,05/08/2023 12:00:00 AM,08/01/2020 12:00:00 AM,2155,20,Olympic,2054,2,354
231715667,09/25/2023 12:00:00 AM,09/03/2020 12:00:00 AM,2000,17,Devonshire,1722,2,354
220911156,07/06/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1,9,Van Nuys,941,1,310
231820987,11/27/2023 12:00:00 AM,01/27/2020 12:00:00 AM,1320,18,Southeast,1844,2,354
231304299,01/06/2023 12:00:00 AM,01/06/2020 12:00:00 AM,905,13,Newton,1391,2,354
221420220,12/10/2022 12:00:00 AM,10/24/2020 12:00:00 AM,1500,14,Pacific,1407,2,354
230312758,06/26/2023 12:00:00 AM,08/17/2020 12:00:00 AM,1435,3,Southwest,361,2,354
222007220,03/18/2022 12:00:00 AM,07/05/2020 12:00:00 AM,448,20,Olympic,2014,1,815
231310852,05/17/2023 12:00:00 AM,11/19/2020 12:00:00 AM,1540,13,Newton,1361,2,354
200308100,03/07/2020 12:00:00 AM,03/06/2020 12:00:00 AM,2200,3,Southwest,317,1,510
220509311,05/19/2022 12:00:00 AM,12/17/2020 12:00:00 AM,2210,5,Harbor,515,1,331
220806536,03/03/2022 12:00:00 AM,12/29/2020 12:00:00 AM,1,8,West LA,857,2,354
222013904,07/13/2022 12:00:00 AM,07/05/2020 12:00:00 AM,1640,20,Olympic,2033,2,354
221218275,08/24/2022 12:00:00 AM,06/01/2020 12:00:00 AM,1,12,77th Street,1253,2,662
220304310,01/07/2022 12:00:00 AM,09/22/2020 12:00:00 AM,1000,3,Southwest,334,1,352
220304311,01/07/2022 12:00:00 AM,06/07/2020 12:00:00 AM,950,3,Southwest,379,2,354
232110968,06/27/2023 12:00:00 AM,03/01/2020 12:00:00 AM,1100,21,Topanga,2128,2,662
222106599,03/09/2022 12:00:00 AM,05/28/2020 12:00:00 AM,1200,21,Topanga,2111,2,354
231307986,03/15/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1,13,Newton,1364,2,626
221614385,11/19/2022 12:00:00 AM,11/18/2020 12:00:00 AM,2130,16,Foothill,1684,1,510
220805315,02/01/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,8,West LA,898,1,236
231209551,04/03/2023 12:00:00 AM,07/02/2020 12:00:00 AM,1200,12,77th Street,1242,2,354
220612379,06/23/2022 12:00:00 AM,01/02/2020 12:00:00 AM,1200,6,Hollywood,642,2,354
231210119,04/12/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1500,12,77th Street,1208,2,354
222117701,12/08/2022 12:00:00 AM,08/01/2020 12:00:00 AM,5,21,Topanga,2128,1,235
231507736,03/31/2023 12:00:00 AM,01/09/2020 12:00:00 AM,930,15,N Hollywood,1581,2,354
221516997,11/04/2022 12:00:00 AM,08/04/2020 12:00:00 AM,1200,15,N Hollywood,1523,2,354
220308398,04/01/2022 12:00:00 AM,04/01/2020 12:00:00 AM,1015,3,Southwest,379,2,354
210605032,01/25/2021 12:00:00 AM,12/12/2020 12:00:00 AM,700,6,Hollywood,676,1,440
230606956,03/06/2023 12:00:00 AM,01/06/2020 12:00:00 AM,1555,6,Hollywood,669,2,354
221017702,12/14/2022 12:00:00 AM,01/14/2020 12:00:00 AM,1615,10,West Valley,1023,2,354
232008549,04/20/2023 12:00:00 AM,04/19/2020 12:00:00 AM,2300,20,Olympic,2004,1,220
221821949,12/09/2022 12:00:00 AM,03/15/2020 12:00:00 AM,1100,18,Southeast,1826,1,420
220616628,09/19/2022 12:00:00 AM,10/26/2020 12:00:00 AM,1000,6,Hollywood,667,2,649
220804701,11/25/2020 12:00:00 AM,11/24/2020 12:00:00 AM,1520,8,West LA,898,1,310
220111693,02/09/2022 12:00:00 AM,05/28/2020 12:00:00 AM,900,1,Central,124,2,845
230608066,04/05/2023 12:00:00 AM,09/01/2020 12:00:00 AM,1600,6,Hollywood,645,1,121
230221295,11/20/2023 12:00:00 AM,11/18/2020 12:00:00 AM,1600,2,Rampart,211,1,230
221109039,05/11/2022 12:00:00 AM,03/01/2020 12:00:00 AM,1500,11,Northeast,1143,1,121
221404794,11/25/2020 12:00:00 AM,10/28/2020 12:00:00 AM,900,14,Pacific,1499,2,668
231916568,11/13/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1510,19,Mission,1988,2,354
231308569,04/01/2023 12:00:00 AM,01/01/2020 12:00:00 AM,900,13,Newton,1391,2,354
231514037,08/25/2023 12:00:00 AM,01/03/2020 12:00:00 AM,5,15,N Hollywood,1519,2,661
231907935,04/11/2023 12:00:00 AM,09/24/2020 12:00:00 AM,1100,19,Mission,1988,2,740
220221673,12/14/2022 12:00:00 AM,01/01/2020 12:00:00 AM,610,2,Rampart,235,2,354
231215913,06/27/2023 12:00:00 AM,06/03/2020 12:00:00 AM,1200,12,77th Street,1241,2,354
220605196,01/26/2022 12:00:00 AM,09/20/2020 12:00:00 AM,2155,6,Hollywood,642,2,354
222005269,01/12/2022 12:00:00 AM,08/20/2020 12:00:00 AM,1740,20,Olympic,2014,2,956
211506042,02/19/2021 12:00:00 AM,11/03/2020 12:00:00 AM,1540,15,N Hollywood,1595,1,440
231108513,05/01/2023 12:00:00 AM,06/15/2020 12:00:00 AM,600,11,Northeast,1129,2,354
220804378,01/12/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,8,West LA,829,1,341
221214939,07/01/2022 12:00:00 AM,07/20/2020 12:00:00 AM,1900,12,77th Street,1266,1,510
220322029,12/18/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1155,3,Southwest,362,2,354
231219251,08/29/2023 12:00:00 AM,05/01/2020 12:00:00 AM,1000,12,77th Street,1251,2,354
221808474,03/30/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1730,18,Southeast,1805,2,354
221207260,03/01/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1400,12,77th Street,1283,2,810
221714096,09/27/2022 12:00:00 AM,01/09/2020 12:00:00 AM,1200,17,Devonshire,1764,2,654
222011168,06/14/2022 12:00:00 AM,06/01/2020 12:00:00 AM,1200,20,Olympic,2029,1,235
212104482,01/15/2021 12:00:00 AM,12/24/2020 12:00:00 AM,2200,21,Topanga,2158,1,330
220904316,01/10/2022 12:00:00 AM,11/24/2020 12:00:00 AM,1200,9,Van Nuys,911,1,310
231715494,09/20/2023 12:00:00 AM,06/17/2020 12:00:00 AM,800,17,Devonshire,1772,2,661
211705022,12/15/2020 12:00:00 AM,12/11/2020 12:00:00 AM,1535,17,Devonshire,1754,1,330
221808473,04/01/2022 12:00:00 AM,08/01/2020 12:00:00 AM,1925,18,Southeast,1881,2,354
221514872,09/11/2022 12:00:00 AM,06/22/2020 12:00:00 AM,247,15,N Hollywood,1523,2,956
221418660,11/08/2022 12:00:00 AM,06/18/2020 12:00:00 AM,1200,14,Pacific,1412,1,236
230405444,02/14/2023 12:00:00 AM,02/13/2020 12:00:00 AM,1500,4,Hollenbeck,406,1,330
201909450,05/05/2020 12:00:00 AM,05/05/2020 12:00:00 AM,430,19,Mission,1987,1,648
210605155,12/26/2020 12:00:00 AM,12/25/2020 12:00:00 AM,2031,6,Hollywood,643,2,956
231223483,11/21/2023 12:00:00 AM,04/21/2020 12:00:00 AM,1,12,77th Street,1266,2,845
221912349,07/11/2022 12:00:00 AM,10/14/2020 12:00:00 AM,1010,19,Mission,1925,2,354
222011665,06/27/2022 12:00:00 AM,08/30/2020 12:00:00 AM,1200,20,Olympic,2017,2,354
220116792,07/22/2022 12:00:00 AM,06/19/2020 12:00:00 AM,1200,1,Central,155,2,845
221005036,01/29/2022 12:00:00 AM,10/01/2020 12:00:00 AM,1900,10,West Valley,1035,1,121
221115841,11/02/2022 12:00:00 AM,01/21/2020 12:00:00 AM,2359,11,Northeast,1124,2,845
221010902,06/24/2022 12:00:00 AM,05/21/2020 12:00:00 AM,921,10,West Valley,1018,2,354
231109641,06/01/2023 12:00:00 AM,05/31/2020 12:00:00 AM,814,11,Northeast,1146,2,354
231204451,01/06/2023 12:00:00 AM,01/06/2020 12:00:00 AM,1550,12,77th Street,1283,2,354
210206454,03/01/2021 12:00:00 AM,09/15/2020 12:00:00 AM,1155,2,Rampart,219,2,354
221704520,12/05/2021 12:00:00 AM,12/02/2020 12:00:00 AM,1400,17,Devonshire,1781,2,354
232007295,03/22/2023 12:00:00 AM,03/01/2020 12:00:00 AM,900,20,Olympic,2022,2,624
231510507,06/01/2023 12:00:00 AM,09/06/2020 12:00:00 AM,1700,15,N Hollywood,1532,2,354
210604151,01/05/2021 12:00:00 AM,12/31/2020 12:00:00 AM,1620,6,Hollywood,668,1,442
232017258,10/16/2023 12:00:00 AM,01/28/2020 12:00:00 AM,1305,20,Olympic,2046,2,354
230109313,03/25/2023 12:00:00 AM,02/25/2020 12:00:00 AM,1045,1,Central,162,2,354
221504303,01/09/2022 12:00:00 AM,12/01/2020 12:00:00 AM,2300,15,N Hollywood,1539,1,821
230808592,04/03/2023 12:00:00 AM,10/12/2020 12:00:00 AM,1340,8,West LA,806,2,354
240304549,01/11/2024 12:00:00 AM,06/10/2020 12:00:00 AM,1655,3,Southwest,314,2,354
231107472,04/04/2023 12:00:00 AM,07/15/2020 12:00:00 AM,1445,11,Northeast,1169,2,354
220910836,06/27/2022 12:00:00 AM,06/25/2020 12:00:00 AM,2000,9,Van Nuys,926,2,740
230212110,06/08/2023 12:00:00 AM,07/03/2020 12:00:00 AM,1300,2,Rampart,245,2,354
221916217,10/28/2022 12:00:00 AM,12/23/2020 12:00:00 AM,1,19,Mission,1912,2,354
220909185,05/15/2022 12:00:00 AM,12/01/2020 12:00:00 AM,1,9,Van Nuys,933,2,812
201410297,05/01/2020 12:00:00 AM,04/30/2020 12:00:00 AM,1900,14,Pacific,1438,1,510
231420990,11/26/2023 12:00:00 AM,12/28/2020 12:00:00 AM,2130,14,Pacific,1435,2,626
222005168,01/07/2022 12:00:00 AM,02/10/2020 12:00:00 AM,1410,20,Olympic,2044,2,354
231204321,01/02/2023 12:00:00 AM,07/02/2020 12:00:00 AM,1520,12,77th Street,1266,2,354
231717133,11/02/2023 12:00:00 AM,12/02/2020 12:00:00 AM,900,17,Devonshire,1785,1,310
232009763,04/21/2023 12:00:00 AM,11/23/2020 12:00:00 AM,1700,20,Olympic,2042,2,354
231513372,08/10/2023 12:00:00 AM,08/10/2020 12:00:00 AM,135,15,N Hollywood,1555,2,354
221013527,09/02/2022 12:00:00 AM,01/14/2020 12:00:00 AM,200,10,West Valley,1004,2,922
221609445,06/13/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,16,Foothill,1664,2,354
222017127,11/14/2022 12:00:00 AM,03/01/2020 12:00:00 AM,700,20,Olympic,2062,2,354
220813395,08/17/2022 12:00:00 AM,11/22/2020 12:00:00 AM,1300,8,West LA,841,2,649
220609056,04/15/2022 12:00:00 AM,04/04/2020 12:00:00 AM,1200,6,Hollywood,636,2,354